,addresses
1777,"730 FORT WASHINGTON AVEN,MANHATTAN,NY"
1778,"736 WEST 187 STREET,MANHATTAN,NY"
1779,"540 EAST 182 STREET,BRONX,NY"
1780,"466 EAST 185 STREET,BRONX,NY"
1781,"2194 BATHGATE,BRONX,NY"
1782,"507 EAST 183 STREET,BRONX,NY"
1783,"509 EAST 183 STREET,BRONX,NY"
1784,"509 EAST 183 STREET,BRONX,NY"
1785,"456 EAST 185 STREET,BRONX,NY"
1786,"485 EAST 180 STREET,BRONX,NY"
1787,"4309 3 AVENUE,BRONX,NY"
1788,"3752 THIRD AVENUE,BRONX,NY"
1789,"1127 EAST 215 STREET,BRONX,NY"
1790,"1271 E 222,BRONX,NY"
1791,"3449 MC OWEN AVENUE,BRONX,NY"
1792,"1157 EAST 221 STREET,BRONX,NY"
1793,"1157 EAST 221 STREET,BRONX,NY"
1794,"1144 EAST 225 STREET,BRONX,NY"
1795,"1472 EAST 233 STREET,BRONX,NY"
1796,"1178 EAST 221 STREET,BRONX,NY"
1797,"1306 EAST 224 STREET,BRONX,NY"
1798,"1275 EAST 222 STREET,BRONX,NY"
1799,"1229 EAST 224 STREET,BRONX,NY"
1800,"1133 EAST 224 STREET,BRONX,NY"
1801,"1120 EAST 225 STREET,BRONX,NY"
1802,"1165 EAST 223 STREET,BRONX,NY"
1803,"1678 EAST 233 STREET,BRONX,NY"
1804,"347 EAST 195 STREET,BRONX,NY"
1805,"332 EAST 198 STREET,BRONX,NY"
1806,"261 EAST 202 STREET,BRONX,NY"
1807,"246 EAST 204 STREET,BRONX,NY"
1808,"252 EAST 204 STREET,BRONX,NY"
1809,"188 EAST 205 STREET,BRONX,NY"
1810,"27 EAST 198 STREET,BRONX,NY"
1811,"25 EAST 198 STREET,BRONX,NY"
1812,"363 EAST 197 STREET,BRONX,NY"
1813,"363 EAST 197 STREET,BRONX,NY"
1814,"320 EAST 198 STREET,BRONX,NY"
1815,"263 EAST 202 STREET,BRONX,NY"
1816,"174 EAST 206 STREET,BRONX,NY"
1817,"191 SAINT GEORGES CRESCE,BRONX,NY"
1818,"189 SAINT GEORGES CRESCE,BRONX,NY"
1819,"187 SAINT GEORGES CRESCE,BRONX,NY"
1820,"91 EAST 208 STREET,BRONX,NY"
1821,"306 E  MOSHOLU PKWY SOUT,BRONX,NY"
1822,"304-12 EAST 204 STREET,BRONX,NY"
1823,"644 E. 183 STREET,BRONX,NY"
1824,"705 EAST 183 STREET,BRONX,NY"
1825,"539 EAST 187 STREET,BRONX,NY"
1826,"EAST 187 STREET,BRONX,NY"
1827,"EAST 188 STREET,BRONX,NY"
1828,"689 EAST 189 STREET,BRONX,NY"
1829,"705 EAST 189 STREET,BRONX,NY"
1830,"526 EAST 187 STREET,BRONX,NY"
1831,"638 EAST 183 STREET,BRONX,NY"
1832,"419 OLMSTEAD AVENUE,BRONX,NY"
1833,"423 HOWE AVENUE,BRONX,NY"
1834,"400 HOWE AVENUE,BRONX,NY"
1835,"447 TURNEUR,BRONX,NY"
1836,"439 EFFINGHAM AVENUE,BRONX,NY"
1837,"2270 LACOMBE AVE,BRONX,NY"
1838,"2018 HAVILAND AVENUE,BRONX,NY"
1839,"2009 HAVILAND AVENUE,BRONX,NY"
1840,"2114 CROSS BRONX EXPRESSW,BRONX,NY"
1841,"1072 WHITEPLAINS ROAD,BRONX,NY"
1842,"1964 CROSS BRONX EP SR S,BRONX,NY"
1843,"2055 HAVILAND AVENUE,BRONX,NY"
1844,"2065 HAVILAND AVENUE,BRONX,NY"
1845,"2065 HAVILAND AVENUE,BRONX,NY"
1846,"7 REYNOLDS STREET,BRONX,NY"
1847,"85 WINTERS STREET,BRONX,NY"
1848,"194 CAROLL STREET,BRONX,NY"
1849,"45 WINTERS STREET,BRONX,NY"
1850,"103 CAROLL STREET,BRONX,NY"
1851,"22 DEEP WATER WAY,BRONX,NY"
1852,"3 DEEP WATER WAY,BRONX,NY"
1853,"57 ISLAND POINT,BRONX,NY"
1854,"3391-01 COUNTRY CLUB ROAD,BRONX,NY"
1855,"1619 BAY VIEW AVENUE,BRONX,NY"
1856,"924 THROGS NECK EXPWY SR,BRONX,NY"
1857,"3271A BARKLEY AVENUE,BRONX,NY"
1858,"3267B BARKLEY AVENUE,BRONX,NY"
1859,"840 THROGGS NECK EXPRESS,BRONX,NY"
1860,"1435 KENNELWORTH PLACE,BRONX,NY"
1861,"1616 KENNELWORTH PLACE,BRONX,NY"
1862,"BAY SHORE AVENUE,BRONX,NY"
1863,"720 EAST 175 STREET,BRONX,NY"
1864,"865 EAST 175 STREET,BRONX,NY"
1865,"612 EAST 181 STREET,BRONX,NY"
1866,"616 EAST 181 STREET,BRONX,NY"
1867,"656 EAST 180 STREET,BRONX,NY"
1868,"1169 EAST 178 STREET,BRONX,NY"
1869,"1100 EAST 180 STREET,BRONX,NY"
1870,"1102 EAST 180 STREET,BRONX,NY"
1871,"623 EAST 178 STREET,BRONX,NY"
1872,"590 EAST 178 STREET,BRONX,NY"
1873,"940 EAST 181 STREET,BRONX,NY"
1874,"976 EAST 178 STREET,BRONX,NY"
1875,"17 EAST 184 STREET,BRONX,NY"
1876,"364 EAST 194 STREET,BRONX,NY"
1877,"311 EAST 188 STREET,BRONX,NY"
1878,"360 EAST 193 STREET,BRONX,NY"
1879,"148 WEST 175 STREET,BRONX,NY"
1880,"182 WEST 168 STREET,BRONX,NY"
1881,"94 WEST 169 STREET,BRONX,NY"
1882,"24 WEST 174 STREET,BRONX,NY"
1883,"11 WEST 172 STREET,BRONX,NY"
1884,"48 WEST 167 STREET,BRONX,NY"
1885,"128 WEST 165 STREET,BRONX,NY"
1886,"977 EAST 149 STREET,BRONX,NY"
1887,"1025 EAST 149 STREET,BRONX,NY"
1888,"171 WEST 179 STREET,BRONX,NY"
1889,"14 WEST 184 STREET,BRONX,NY"
1890,"237 WEST 193 STREET,BRONX,NY"
1891,"110 WEST 183 STREET,BRONX,NY"
1892,"1910 OSBOURNE PLACE,BRONX,NY"
1893,"2323 LORING PLACE,BRONX,NY"
1894,"6 FORDHAM HILL OVAL,BRONX,NY"
1895,"5 FORDHAM HILL OVAL,BRONX,NY"
1896,"1 FORDHAM HILL OVAL,BRONX,NY"
1897,"6 FORDHAM HILL OVAL,BRONX,NY"
1898,"4 FORDHAM HILL OVAL,BRONX,NY"
1899,"2 FORDHAM HILL OVAL,BRONX,NY"
1900,"4 FORDHAM HILL OVAL,BRONX,NY"
1901,"7 FORDHAM HILL OVAL,BRONX,NY"
1902,"6 FORDHAM HILL OVAL,BRONX,NY"
1903,"7 FORDHAM HILL OVAL,BRONX,NY"
1904,"4 FORDHAM HILL OVAL,BRONX,NY"
1905,"2 FORDHAM HILL OVAL,BRONX,NY"
1906,"9 FORDHAM HILL OVAL,BRONX,NY"
1907,"6 FORDHAM HILL OVAL,BRONX,NY"
1908,"5 FORDHAM HILL OVAL,BRONX,NY"
1909,"6 FORDHAM HILL OVAL,BRONX,NY"
1910,"8 FORDHAM HILL OVAL,BRONX,NY"
1911,"5 FORDHAM HILL OVAL,BRONX,NY"
1912,"2 FORDHAM HILL OVAL,BRONX,NY"
1913,"9 FORDHAM HILL OVAL,BRONX,NY"
1914,"3 FORDHAM HILL OVAL,BRONX,NY"
1915,"2 FORDHAM HILL OVAL,BRONX,NY"
1916,"6 FORDHAM HILL OVAL,BRONX,NY"
1917,"9 FORDHAM HILL OVAL,BRONX,NY"
1918,"6 FORDHAM HILL OVAL,BRONX,NY"
1919,"9 FORDHAM HILL OVAL,BRONX,NY"
1920,"4 FORDHAM HILL OVAL,BRONX,NY"
1921,"1 FORDHAM HILL OVAL,BRONX,NY"
1922,"8 FORDHAM HILL OVAL,BRONX,NY"
1923,"6 FORDHAM HILL OVAL,BRONX,NY"
1924,"6 FORDHAM HILL OVAL,BRONX,NY"
1925,"9 FORDHAM HILL OVAL,BRONX,NY"
1926,"9 FORDHAM HILL OVAL,BRONX,NY"
1927,"2 FORDHAM HILL OVAL,BRONX,NY"
1928,"1897-1903 ANDREWS AVENUE SOUTH,BRONX,NY"
1929,"4578 MANHATTAN COLLEGE PA,BRONX,NY"
1930,"161 WEST 195 STREET,BRONX,NY"
1931,"125 WEST 197 STREET,BRONX,NY"
1932,"129 WEST 197 STREET,BRONX,NY"
1933,"111 WEST 238 STREET,BRONX,NY"
1934,"231 WEST 230 STREET,BRONX,NY"
1935,"91 VAN CORTLANDT AVENUE,BRONX,NY"
1936,"290 WEST 232 STREET,BRONX,NY"
1937,"460 WEST 236 STREET,BRONX,NY"
1938,"4572 MANHATTAN COLLEGE PY,BRONX,NY"
1939,"460 WEST 236 STREET,BRONX,NY"
1940,"312 EAST 151 STREET,BRONX,NY"
1941,"293 EAST 163 STREET,BRONX,NY"
1942,"869 CONCOURSE VILLAGE WE,BRONX,NY"
1943,"388 EAST 154 STREET,BRONX,NY"
1944,"387 EAST 153 STREET,BRONX,NY"
1945,"373 EAST 157 STREET,BRONX,NY"
1946,"813 COURTLANDT AVENUE,BRONX,NY"
1947,"312 EAST 164 STREET,BRONX,NY"
1948,"284 EAST 169 STREET,BRONX,NY"
1949,"301 E 169 STREET,BRONX,NY"
1950,"301 EAST 169 STREET,BRONX,NY"
1951,"393 EAST 152 STREET,BRONX,NY"
1952,"304 EAST 151 STREET,BRONX,NY"
1953,"322 EAST 151 STREET,BRONX,NY"
1954,"299 EAST 161TH STREET,BRONX,NY"
1955,"362 EAST 167 STREET,BRONX,NY"
1956,"253 EAST 164 STREET,BRONX,NY"
1957,"394 EAST 170 STREET,BRONX,NY"
1958,"215 EAST 163 STREET,BRONX,NY"
1959,"295 EAST 149 STREET,BRONX,NY"
1960,"377 EAST 153 STREET,BRONX,NY"
1961,"271 EAST 150 STREET,BRONX,NY"
1962,"225-255 EAST 149TH STREET,BRONX,NY"
1963,"320 EAST 151 ST,BRONX,NY"
1964,"860-866 COURTLANDT AVENUE,BRONX,NY"
1965,"180 EAST 156 STREET,BRONX,NY"
1966,"365 EAST 153 STREET,BRONX,NY"
1967,"325 EAST 165 STREET,BRONX,NY"
1968,"490 EAST 167 STREET,BRONX,NY"
1969,"768 EAST 169 STREET,BRONX,NY"
1970,"424 EAST 161 STREET,BRONX,NY"
1971,"457 EAST 167 STREET,BRONX,NY"
1972,"658 EAST 156 STREET,BRONX,NY"
1973,"776 EAST 161 STREET,BRONX,NY"
1974,"802 EAST 169 STREET,BRONX,NY"
1975,"602 EAST 170 STREET,BRONX,NY"
1976,"780 EAST 165 STREET,BRONX,NY"
1977,"816 EAST 165 STREET,BRONX,NY"
1978,"813 EAST 168 STREET,BRONX,NY"
1979,"879 EAST 165 STREET,BRONX,NY"
1980,"918 EAST 165 STREET,BRONX,NY"
1981,"892 EAST 167 STREET,BRONX,NY"
1982,"859 EAST 169 STREET,BRONX,NY"
1983,"522A EAST 159 STREET,BRONX,NY"
1984,"517D EAST 156 STREET,BRONX,NY"
1985,"825 EAST 161 STREET,BRONX,NY"
1986,"418 EAST 153 STREET,BRONX,NY"
1987,"EAST 163 STREET,BRONX,NY"
1988,"857 EAST 167 STREET,BRONX,NY"
1989,"402 EAST 162 STREET,BRONX,NY"
1990,"428 EAST 162 STREET,BRONX,NY"
1991,"590 EAST 167 STREET,BRONX,NY"
1992,"816 EAST 168 STREET,BRONX,NY"
1993,"820 EAST 168TH,BRONX,NY"
1994,"866 EAST 164 STREET,BRONX,NY"
1995,"3044 THIRD AVENUE,BRONX,NY"
1996,"3044 3 AVENUE,BRONX,NY"
1997,"405 EAST 152 STREET,BRONX,NY"
1998,"772 EAST 161 STREET,BRONX,NY"
1999,"1156 EAST 165 STREET,BRONX,NY"
2000,"495-497 EAST 166 STREET,BRONX,NY"
2001,"438 EAST 166 STREET,BRONX,NY"
2002,"3398 3 AVENUE,BRONX,NY"
2003,"1106 REV JAMES A POLITE A,BRONX,NY"
2004,"3353 3 AVENUE,BRONX,NY"
2005,"470 EAST 161 STREET,BRONX,NY"
2006,"418 EAST 136 STREET,BRONX,NY"
2007,"411 EAST 141 STREET,BRONX,NY"
2008,"457 EAST 143 STREET,BRONX,NY"
2009,"427 EAST 143 STREET,BRONX,NY"
2010,"369 EAST 145 STREET,BRONX,NY"
2011,"880 EAST 147 ST,BRONX,NY"
2012,"418 EAST 134 STREET,BRONX,NY"
2013,"419 EAST 135 STREET,BRONX,NY"
2014,"430 EAST 145 STREET,BRONX,NY"
2015,"440 EAST 145 STREET,BRONX,NY"
2016,"465 EAST 144 STREET,BRONX,NY"
2017,"472 EAST 146 STREET,BRONX,NY"
2018,"449 EAST 145 STREET,BRONX,NY"
2019,"748 EAST 137 STREET,BRONX,NY"
2020,"526 EAST 148 STREET,BRONX,NY"
2021,"430A EAST 139 STREET,BRONX,NY"
2022,"430B EAST 139 STREET,BRONX,NY"
2023,"450 EAST 141 STREET,BRONX,NY"
2024,"468 EAST 141 STREET,BRONX,NY"
2025,"420 EAST 138 STREET,BRONX,NY"
2026,"497 EAST 138 STREET,BRONX,NY"
2027,"454 EAST 144 STREET,BRONX,NY"
2028,"458 EAST 144 STREET,BRONX,NY"
2029,"287 EAST 139 STREET,BRONX,NY"
2030,"627 EAST 141 STREET,BRONX,NY"
2031,"823 EAST 147 STREET,BRONX,NY"
2032,"305 EAST 140 STREET,BRONX,NY"
2033,"305 EAST 140 STREET,BRONX,NY"
2034,"2769 3 AVENUE,BRONX,NY"
2035,"2777 3 AVENUE,BRONX,NY"
2036,"354 EAST 149 STREET,BRONX,NY"
2037,"2772 3 AVENUE,BRONX,NY"
2038,"2535 THIRD AVENUE,BRONX,NY"
2039,"2610 3 AVENUE,BRONX,NY"
2040,"2413 THIRD AVENUE,BRONX,NY"
2041,"245 EAST 137 STREET,BRONX,NY"
2042,"780 EAST 133 STREET,BRONX,NY"
2043,"442 EAST 148 STREET,BRONX,NY"
2044,"2507 3 AVENUE,BRONX,NY"
2045,"670 EAST 137 STREET,BRONX,NY"
2046,"845 EAST 136 STREET,BRONX,NY"
2047,"492 EAST 139 STREET,BRONX,NY"
2048,"423 EAST 136 STREET,BRONX,NY"
2049,"2640 3 AVENUE,BRONX,NY"
2050,"210 EAST 179 STREET,BRONX,NY"
2051,"256 MOUNT HOPE,BRONX,NY"
2052,"63 EAST 177 STREET,BRONX,NY"
2053,"366 EAST 173 STREET,BRONX,NY"
2054,"50 EAST 172 STREET,BRONX,NY"
2055,"250 EAST 178 STREET,BRONX,NY"
2056,"313 EAST 170 STREET,BRONX,NY"
2057,"1978 MC GRAW AVENUE,BRONX,NY"
2058,"1922 MC GRAW AVENUE,BRONX,NY"
2059,"1920 MC GRAW AVENUE,BRONX,NY"
2060,"1919 MC GRAW AVENUE,BRONX,NY"
2061,"2001 MC GRAW AVENUE,BRONX,NY"
2062,"1959 MC GRAW AVENUE,BRONX,NY"
2063,"1935 MC GRAW AVENUE,BRONX,NY"
2064,"1935 MC GRAW AVENUE,BRONX,NY"
2065,"1945 MC GRAW AVENUE,BRONX,NY"
2066,"2055 ST RAYMOND AVE,BRONX,NY"
2067,"2059 ST RAYMOND AVENUE,BRONX,NY"
2068,"2059 ST RAYMOND AVENUE,BRONX,NY"
2069,"2061 ST RAYMOND AVENUE,BRONX,NY"
2070,"2065 ST RAYMOND AVENUE,BRONX,NY"
2071,"2125 ST RAYMOND AVENUE,BRONX,NY"
2072,"2125 ST. RAYMOND AVE,BRONX,NY"
2073,"2075-2081 WALLACE AVENUE,BRONX,NY"
2074,"2075-2081 WALLACE AVENUE,BRONX,NY"
2075,"727 WEST 231 STREET,BRONX,NY"
2076,"404 WEST 255 STREET,BRONX,NY"
2077,"302 WEST 259 STREET,BRONX,NY"
2078,"223 WEST 262 STREET,BRONX,NY"
2079,"680-02 WEST 246TH STREET,BRONX,NY"
2080,"726 WEST 231 STREET,BRONX,NY"
2081,"618 WEST 256 STREET,BRONX,NY"
2082,"525 WEST 238,BRONX,NY"
2083,"2465 PALISADES AVENUE,BRONX,NY"
2084,"2390 PALISADES AVENUE,BRONX,NY"
2085,"2621 PALISADES AVENUE,BRONX,NY"
2086,"2621 PALISADES AVE,BRONX,NY"
2087,"2621 PALISADES AVENUE,BRONX,NY"
2088,"2727 PALISADES AVENUE,BRONX,NY"
2089,"525 WEST 236 STREET,BRONX,NY"
2090,"620 WEST 239 STREET,BRONX,NY"
2091,"645 WEST 239 STREET,BRONX,NY"
2092,"679 WEST 239 STREET,BRONX,NY"
2093,"679 WEST 239 STREET,BRONX,NY"
2094,"5610-5650 NETHERLAND AVENUE,BRONX,NY"
2095,"445 WEST 240 STREET,BRONX,NY"
2096,"445 WEST 240 STREET,BRONX,NY"
2097,"445 WEST 240 STREET,BRONX,NY"
2098,"445 WEST 240 STREET,BRONX,NY"
2099,"445 WEST 240 STREET,BRONX,NY"
2100,"640 WEST 237 STREET,BRONX,NY"
2101,"640 WEST 237 STREET,BRONX,NY"
2102,"640 WEST 237 STREET,BRONX,NY"
2103,"720 WEST 231 STREET,BRONX,NY"
2104,"1830 HUTCHINSON RVR PY E,BRONX,NY"
2105,"3006 LASALLE AVENUE,BRONX,NY"
2106,"1826 HUTCHINSON RIVER PAR,BRONX,NY"
2107,"1880 HUTCHINSON RIVER PAR,BRONX,NY"
2108,"1912 HUTCHINSON RVR PY E,BRONX,NY"
2109,"2869 EAST 195 STREET,BRONX,NY"
2110,"2861 EAST 195 STREET,BRONX,NY"
2111,"2828 LASALLE AVENUE,BRONX,NY"
2112,"2809 LASALLE AVENUE,BRONX,NY"
2113,"102 DOLPHIN COURT,BRONX,NY"
2114,"111 LIGHTHOUSE COURT,BRONX,NY"
2115,"109 LIGHTHOUSE COURT,BRONX,NY"
2116,"107 LIGHTHOUSE COURT,BRONX,NY"
2117,"105 LIGHTHOUSE COURT,BRONX,NY"
2118,"103 LIGHTHOUSE COURT,BRONX,NY"
2119,"101 LIGHTHOUSE COURT,BRONX,NY"
2120,"110 LIGHTHOUSE COURT,BRONX,NY"
2121,"108 LIGHTHOUSE COURT,BRONX,NY"
2122,"106 LIGHTHOUSE COURT,BRONX,NY"
2123,"104 LIGHTHOUSE COURT,BRONX,NY"
2124,"102 LIGHTHOUSE COURT,BRONX,NY"
2125,"100 LIGHTHOUSE COURT,BRONX,NY"
2126,"91 HORIZON COURT,BRONX,NY"
2127,"115 HORIZON COURT,BRONX,NY"
2128,"1218 SAINT LAWRENCE,BRONX,NY"
2129,"46 HERON LANE,BRONX,NY"
2130,"1514-1516 EAST 172 STREET,BRONX,NY"
2131,"1516 EAST 172 STREET,BRONX,NY"
2132,"1601 EAST 172 STREET,BRONX,NY"
2133,"1457-1469 WESTCHESTER AVENUE,BRONX,NY"
2134,"4163 THROGS NECK EXPWY,BRONX,NY"
2135,"4234 THROGS NECK EXPWY SR,BRONX,NY"
2136,"803 THROGS NECK EXPWY SR,BRONX,NY"
2137,"1 PATRICIA LANE,BRONX,NY"
2138,"20 PATRICIA LANE,BRONX,NY"
2139,"738 EAST 234 STREET,BRONX,NY"
2140,"738 EAST 237 STREET,BRONX,NY"
2141,"4450 DE REIMER,BRONX,NY"
2142,"734 EAST 242,BRONX,NY"
2143,"631 E 234 STREET,BRONX,NY"
2144,"634 EAST 235 STREET,BRONX,NY"
2145,"674 EAST 235 STREET,BRONX,NY"
2146,"764 EAST 234 STREET,BRONX,NY"
2147,"764 EAST 234 STREET,BRONX,NY"
2148,"725 E235TH STREET,BRONX,NY"
2149,"728 EAST 239 STREET,BRONX,NY"
2150,"639 EAST 239 STREET,BRONX,NY"
2151,"606 EAST 242 STREET,BRONX,NY"
2152,"727 EAST 242 STREET,BRONX,NY"
2153,"720 EAST 243 STREET,BRONX,NY"
2154,"1011 EAST 241 STREET,BRONX,NY"
2155,"1047 EAST 241 STREET,BRONX,NY"
2156,"733 EAST 236 STREET,BRONX,NY"
2157,"737 EAST 243 STREET,BRONX,NY"
2158,"679 EAST 240 STREET,BRONX,NY"
2159,"717 EAST 242 STREET,BRONX,NY"
2160,"709 EAST 239 STREET,BRONX,NY"
2161,"1995 CROSS BRONX EP SR N,BRONX,NY"
2162,"2515 ST RAYMOND AVENUE,BRONX,NY"
2163,"2443 ST RAYMOND AVENUE,BRONX,NY"
2164,"635 EAST 220 STREET,BRONX,NY"
2165,"635 EAST 220 STREET,BRONX,NY"
2166,"758 EAST 219 STREET,BRONX,NY"
2167,"730 EAST 222 STREET,BRONX,NY"
2168,"856 EAST 217 STREET,BRONX,NY"
2169,"855 EAST 218 STREET,BRONX,NY"
2170,"832 EAST 220 STREET,BRONX,NY"
2171,"918 EAST 215 STREET,BRONX,NY"
2172,"921B EAST 215 STREET,BRONX,NY"
2173,"919A EAST 215 ST,BRONX,NY"
2174,"944 EAST 216 STREET,BRONX,NY"
2175,"967 EAST 220 STREET,BRONX,NY"
2176,"1048 EAST 214 STREET,BRONX,NY"
2177,"1005 EAST 215 STREET,BRONX,NY"
2178,"1016 E218 STREET,BRONX,NY"
2179,"1016 EAST 218 STREET,BRONX,NY"
2180,"1058 EAST 219 STREET,BRONX,NY"
2181,"637 EAST 223 STREET,BRONX,NY"
2182,"690 E 228 ST,BRONX,NY"
2183,"749 EAST 224 STREET,BRONX,NY"
2184,"721 EAST 230 STREET,BRONX,NY"
2185,"830 EAST 223 STREET,BRONX,NY"
2186,"851 E230 STREET,BRONX,NY"
2187,"821 EAST 232 STREET,BRONX,NY"
2188,"817 EAST 232 STREET,BRONX,NY"
2189,"945 EAST 224 STREET,BRONX,NY"
2190,"909 EAST 229 STREET,BRONX,NY"
2191,"1022 E 228TH,BRONX,NY"
2192,"1026 EAST 229 STREET,BRONX,NY"
2193,"1026 EAST 229 STREET,BRONX,NY"
2194,"1008 EAST 230 STREET,BRONX,NY"
2195,"1024 E 230,BRONX,NY"
2196,"1019B EAST 229 STREET,BRONX,NY"
2197,"1019 EAST 230 STREET,BRONX,NY"
2198,"1051 EAST 231 STREET,BRONX,NY"
2199,"673 EAST 220 STREET,BRONX,NY"
2200,"638 EAST 222 STREET,BRONX,NY"
2201,"669 EAST 221 STREET,BRONX,NY"
2202,"641 EAST 221 STREET,BRONX,NY"
2203,"725 EAST 211 STREET,BRONX,NY"
2204,"762 E 213,BRONX,NY"
2205,"726 EAST 214 STREET,BRONX,NY"
2206,"710 EAST 215 STREET,BRONX,NY"
2207,"712 EAST 215 STREET,BRONX,NY"
2208,"722 EAST 216 STREET,BRONX,NY"
2209,"715 EAST 215 STREET,BRONX,NY"
2210,"747 EAST 217 STREET,BRONX,NY"
2211,"751 EAST 218 STREET,BRONX,NY"
2212,"766 EAST 220 STREET,BRONX,NY"
2213,"751 EAST 220 STREET,BRONX,NY"
2214,"749 EAST 220 STREET,BRONX,NY"
2215,"747 EAST 220 STREET,BRONX,NY"
2216,"849 EAST 213 STREET,BRONX,NY"
2217,"828 EAST 214 STREET,BRONX,NY"
2218,"821 EAST 214 STREET,BRONX,NY"
2219,"810 EAST 216 STREET,BRONX,NY"
2220,"867 EAST 219 STREET,BRONX,NY"
2221,"843 EAST 220 STREET,BRONX,NY"
2222,"923 EAST 213 STREET,BRONX,NY"
2223,"956 EAST 215 STREET,BRONX,NY"
2224,"956 EAST 221 STREET,BRONX,NY"
2225,"960 EAST 221 STREET,BRONX,NY"
2226,"955 EAST 221 STREET,BRONX,NY"
2227,"918 EAST 222 STREET,BRONX,NY"
2228,"1033 EAST 211 STREET,BRONX,NY"
2229,"1028 EAST 212 STREET,BRONX,NY"
2230,"1021 EAST 213 STREET,BRONX,NY"
2231,"1052 E 215 STREET,BRONX,NY"
2232,"1024 EAST 216 STREET,BRONX,NY"
2233,"1027 E 216 STREET,BRONX,NY"
2234,"1040 EAST 222 STREET,BRONX,NY"
2235,"656 EAST 223 STREET,BRONX,NY"
2236,"665 EAST 223 STREET,BRONX,NY"
2237,"663 EAST 223 STREET,BRONX,NY"
2238,"628 EAST 229 STREET,BRONX,NY"
2239,"649 EAST 229 STREET,BRONX,NY"
2240,"649 EAST 230 STREET,BRONX,NY"
2241,"748 EAST 225 STREET,BRONX,NY"
2242,"769 EAST 226 STREET,BRONX,NY"
2243,"754 EAST 228 STREET,BRONX,NY"
2244,"837 EAST 222 STREET,BRONX,NY"
2245,"814 EAST 223 STREET,BRONX,NY"
2246,"824 EAST 223 STREET,BRONX,NY"
2247,"866 EAST 225 STREET,BRONX,NY"
2248,"808 EAST 227,BRONX,NY"
2249,"830 EAST 227 STREET,BRONX,NY"
2250,"858 EAST 227 STREET,BRONX,NY"
2251,"826 EAST 228 STREET,BRONX,NY"
2252,"826 EAST 229 STREET,BRONX,NY"
2253,"859 EAST 229 STREET,BRONX,NY"
2254,"837 EAST 229 STREET,BRONX,NY"
2255,"829 EAST 232 STREET,BRONX,NY"
2256,"827 EAST 232 STREET,BRONX,NY"
2257,"963 EAST 224 STREET,BRONX,NY"
2258,"952 EAST 226 STREET,BRONX,NY"
2259,"940 EAST 228 STREET,BRONX,NY"
2260,"963 EAST 230 STREET,BRONX,NY"
2261,"950 EAST 231 STREET,BRONX,NY"
2262,"949 EAST 231 STREET,BRONX,NY"
2263,"919 EAST 232 STREET,BRONX,NY"
2264,"1043 E 222 STREET,BRONX,NY"
2265,"1020 EAST 224 STREET,BRONX,NY"
2266,"1019A EAST 224 STREET,BRONX,NY"
2267,"1024 EAST 225 STREET,BRONX,NY"
2268,"1013 EAST 228 STREET,BRONX,NY"
2269,"1005 EAST 228 STREET,BRONX,NY"
2270,"1036 EAST 231 STREET,BRONX,NY"
2271,"1092 E 231 STREET,BRONX,NY"
2272,"685 EAST 219 STREET,BRONX,NY"
2273,"779 EAST 214 STREET,BRONX,NY"
2274,"716 EAST 217 STREET,BRONX,NY"
2275,"715 EAST 219 STREET,BRONX,NY"
2276,"803 EAST 213 STREET,BRONX,NY"
2277,"934 EAST 212 STREET,BRONX,NY"
2278,"912 EAST 216 STREET,BRONX,NY"
2279,"1043 EAST 216 STREET,BRONX,NY"
2280,"690 EAST 229 STREET,BRONX,NY"
2281,"679 EAST 232 STREET,BRONX,NY"
2282,"679 EAST 232 STREET,BRONX,NY"
2283,"750A EAST 223 STREET,BRONX,NY"
2284,"766 EAST 230 STREET,BRONX,NY"
2285,"734 EAST 231 STREET,BRONX,NY"
2286,"829 EAST 226 STREET,BRONX,NY"
2287,"811 EAST 228 STREET,BRONX,NY"
2288,"829 EAST 230 STREET,BRONX,NY"
2289,"945 EAST 228 STREET,BRONX,NY"
2290,"1022 EAST 226 STREET,BRONX,NY"
2291,"1025 EAST 226 STREET,BRONX,NY"
2292,"1019 EAST 226 STREET,BRONX,NY"
2293,"1059 EAST 228TH,BRONX,NY"
2294,"654 EAST 232 STREET,BRONX,NY"
2295,"728 EAST 212 STREET,BRONX,NY"
2296,"725-727 EAST 219 STREET,BRONX,NY"
2297,"EAST 221 STREET,BRONX,NY"
2298,"952 EAST 233 STREET,BRONX,NY"
2299,"1088 EAST 231 STREET,BRONX,NY"
2300,"631 EAST 220 STREET,BRONX,NY"
2301,"712 EAST 216 STREET,BRONX,NY"
2302,"852 EAST 213 STREET,BRONX,NY"
2303,"904 EAST 213 STREET,BRONX,NY"
2304,"650 EAST 229 STREET,BRONX,NY"
2305,"860 EAST 232 STREET,BRONX,NY"
2306,"960 EAST 232 STREET,BRONX,NY"
2307,"965 EAST 232 STREET,BRONX,NY"
2308,"955 EAST 233 STREET,BRONX,NY"
2309,"855 EAST 217 STREET,BRONX,NY"
2310,"745 EAST 231 STREET,BRONX,NY"
2311,"730 EAST 232 STREET,BRONX,NY"
2312,"749 EAST 231 STREET,BRONX,NY"
2313,"745 EAST 231 STREET,BRONX,NY"
2314,"724 EAST 221 STREET,BRONX,NY"
2315,"709 EAST 214 STREET,BRONX,NY"
2316,"627 EAST 222 STREET,BRONX,NY"
